Label,Message,Message_Length,Word_Count,Sentence_Count,Transformed_Message,Clean_Length
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",162,26,7,yun ahth ubi one say ì wan call tomorrowcal look ireneer got bu ubi cresubi tech parkph st wkg daysì¬n,102
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,53,12,4,ugh gotta drive back sd la butt sore,36
ham,26th OF JULY,12,3,1,th juli,7
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,142,30,2,hi im relax time ever get everi day parti good night get home tomorrow ish,74
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,73,16,10,ì ìï wan come come lor din c stripe skirt,41
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,129,25,10,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma,86
ham,"I can't, I don't have her number!",33,7,1,cant dont number,16
ham,Change again... It's e one next to escalator...,47,8,7,chang e one next escal,22
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,72,17,3,yetund im class run water make ok pl,36
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,148,31,5,lot happen feel quiet beth aunt charli work lot helen mo,56
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,107,29,3,ì wait bu stop aft ur lect lar dun c ì go get car come back n pick ì,68
ham,"Aight will do, thanks again for comin out",41,8,1,aight thank comin,17
ham,No..but heard abt tat..,23,4,5,nobut heard abt tat,19
ham,&lt;#&gt;  am I think? Should say on syllabus,45,8,1,ltgt think say syllabu,22
ham,Umma. Did she say anything,26,5,2,umma say anyth,14
ham,Give me a sec to think think about it,37,9,1,give sec think think,20
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,150,22,4,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd call optout,114
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,132,30,4,dont quit know still cant get hold anyon cud pick bout pm see theyr pub,71
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",63,5,2,poyyarikaturkolathupalayamunjalur posterod di ltgt,50
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",108,18,2,dear heroi leav qatar tonit apt opportunitypl keep touch ltemailgt kerala,73
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,93,21,1,lol would mom would fit tell whole famili crazi terribl,55
ham,"I just got home babe, are you still awake ?",43,10,1,got home babe still awak,24
ham,I dunno they close oredi not... ÌÏ v ma fan...,46,10,7,dunno close oredi ìï v fan,26
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,56,12,4,buy pizza meat lover suprem u get pick,38
ham,"Ya, told..she was asking wats matter?",37,6,3,ya toldsh ask wat matter,24
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",124,18,5,dearregret cudnt pick calldrov frm ctla cochin homeleft mobil carent style ishtamayoohappi bakrid,97
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158,29,4,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate pobox wwq normpton,94
ham,Shall i send that exe to your mail id.,38,9,2,shall send exe mail id,22
ham,Nope watching tv at home... Not going out. V bored...,53,10,8,nope watch tv home go v bore,28
ham,Don know..wait i will check it.,31,6,4,knowwait check,14
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",224,42,5,good afternoon gloriou anniversari day sweet j hope find happi content prey think send teas kiss across sea coax imag fond souveni cougarpen,140
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,156,25,1,guess somebodi know secretli fanci wanna find give us call landlin dateboxessexcmxn pmin,88
ham,We still on for tonight?,24,5,1,still tonight,13
ham,May i call You later Pls,24,6,1,may call later pl,17
ham,Hasn't that been the pattern recently crap weekends?,52,8,1,hasnt pattern recent crap weekend,33
ham,I have a sore throat. It's scratches when I talk,48,10,2,sore throat scratch talk,24
ham,Yes da. Any plm at ur office,28,7,2,ye da plm ur offic,18
ham,Are you not around or just still asleep? :V,43,9,1,around still asleep v,21
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",49,12,1,lol forgot eh ye ill bring babe,31
ham,"Its good, we'll find a way",26,6,1,good well find way,18
ham,Can not use foreign stamps in this country. Good lecture .,58,11,3,use foreign stamp countri good lectur,37
ham,Yup bathe liao...,17,3,4,yup bath liao,13
ham,HAPPY NEW YEAR MY NO.1 MAN,26,6,2,happi new year man,18
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",127,26,3,oh mr sheffield wanna play game okay your boss im nanni give rais ill give one,78
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,103,22,1,zoe hit im fuck shitin il defo tri hardest cum morow luv u million lekdog,73
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",157,33,4,hello babi get back mom set comput fill belli goe loverboy miss alreadi sigh,76
ham,"No my blankets are sufficient, thx",34,6,1,blanket suffici thx,19
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",128,22,4,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt,101
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",143,28,3,edison rightli said fool ask question wise man answer know us speechless viva gm,80
ham,They just talking thats it de. They wont any other.,51,10,3,talk that de wont,17
ham,Today am going to college so am not able to atten the class.,60,13,2,today go colleg abl atten class,31
ham,I'm in class. Will holla later,30,6,2,im class holla later,20
ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,103,24,1,mmm that better got roast iåõd b better drink good indian,57
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",101,19,3,know someon know fanci call find pobox lshb p,45
ham,"Come round, it's . ",19,4,2,come round,10
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",114,19,3,thing chang sentenc want concentr educ career im leav,53
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",104,23,1,flirt txt girl bloke ur name age eg girl zoe join get chat,58
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,78,18,1,walk hour c u doesnåõt show care wont u believ im seriou,56
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135,25,3,day euro kickoff u kept inform latest news result daili unsubscrib send get euro stop,85
ham,Are you available for soiree on June 3rd?,41,8,1,avail soire june rd,19
ham,Do u noe wat time e place dat sells 4d closes?,46,11,1,u noe wat time e place dat sell close,37
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",136,25,1,got anoth job one hospit data analysi someth start monday sure thesi got finish,79
ham,Jay's getting really impatient and belligerent,46,6,1,jay get realli impati belliger,30
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,157,35,4,hiya comin bristol st week april le got rudi new yr eve snoringthey drunk u bak colleg yet work send ink bath,109
ham,I'm at work. Please call,24,5,2,im work pleas call,18
ham,Then u drive lor.,17,4,2,u drive lor,11
ham,Ard 515 like dat. Y?,20,5,2,ard like dat,12
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,84,16,1,tell theyr femal v howr throw decid get,39
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,153,31,2,eastend tv quiz flower dot compar violet e tulip f lili txt e f chanc win å£ cash wkentp,88
ham,I'm working technical support :)voice process.networking field.,63,7,3,im work technic support voic processnetwork field,49
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,155,30,5,might come kerala daysso prepar take leav finalis dont plan travel visitne finish urgent work,93
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,122,26,5,ok sure time tho sure get librari class tri see point good eve,62
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,143,26,4,new local date area lot new peopl regist area repli date start repli,68
ham,"That's fine, I'll bitch at you about it later then",50,10,1,that fine ill bitch later,25
ham,No my mum went 2 dentist.,25,6,2,mum went dentist,16
ham,Once free call me sir. I am waiting for you.,44,10,3,free call sir wait,18
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,65,16,4,meet u work tel shall work tomorrow,35
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,134,25,2,someon u know ask date servic contact cant guess call reveal po box wu,70
ham,Jus finish bathing...,21,3,4,ju finish bath,14
ham,"alright, I'll make sure the car is back tonight",47,9,1,alright ill make sure car back tonight,38
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,157,27,5,urgent tri contact u today draw show å£ prize guarante call land line claim c validhr,85
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,90,18,2,dear uve invit xchat final attempt contact u txt chat,53
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,135,25,5,lul im gettin juici gossip hospit two nurs talk fat gettin one think she obes oyea,82
ham,Aight ill get on fb in a couple minutes,39,9,1,aight ill get fb coupl minut,28
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,83,17,7,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz,72
ham,Where can download clear movies. Dvd copies.,44,7,3,download clear movi dvd copi,28
ham,"Yep, by the pretty sculpture",28,5,1,yep pretti sculptur,19
ham,Convey my regards to him,24,5,1,convey regard,13
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,13,4,watch surya movi pm vijay movi pokkiri,38
ham,You tell what happen dont behave like this to me. Ok no need to say,67,15,2,tell happen dont behav like ok need say,39
ham,Can u get pic msgs to your phone?,33,8,1,u get pic msg phone,19
ham,Send to someone else :-),24,5,1,send someon els,15
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119,26,1,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,74
